PMID:
FP (tsp,646584,646587)
FP (R,646788,646789)
FP (A,647743,647744)
FP (A,648314,648315)
FP (mater,648925,648930)
FP (mater,649001,649006)
FP (A,649009,649010)
FP (PML,649156,649159)
FP (T,652463,652464)
FP (A,652788,652789)
FP (L1,653441,653443)
FP (L1,653476,653478)
FP (cis,653765,653768)
FP (HD,653995,653997)
FP (polymerase,655605,655615)
FP (A,657016,657017)
FP (A,658193,658194)
FP (carboxyhemoglobin,658694,658711)
FP (rim,659223,659226)
FP (A,661209,661210)
FP (kit,665136,665139)
FP (kit,665391,665394)
FP (kit,665437,665440)
FP (kit,665589,665592)
FP (Y,665776,665777)
FP (bit,666253,666256)
FP (A,666391,666392)
FP (A,669880,669881)
FP (hrs,671506,671509)
FP (ligand,672138,672144)
FP (kinase,672194,672200)
FP (ray,673004,673007)
FP (A,673512,673513)
FP (kinase,673821,673827)
FP (tsp,674029,674032)
FP (T,675471,675472)
FP (AP,675682,675684)
FP (A,676024,676025)
FP (W,676277,676278)
FP (Vpu,677722,677725)
FP (A,682498,682499)
FP (T,682671,682672)
FP (amyloidosis,682810,682821)
FP (epiphycan,683362,683371)
FP (decorin,683379,683386)
FP (biglycan,683391,683399)
FP (A,684091,684092)
FP (A,688266,688267)
FP (A,688433,688434)
FP (A,688768,688769)
FP (T,689261,689262)
FP (A,690552,690553)
FP (cytokine,693033,693041)
FP (U1,693060,693062)
FP (TNF,693103,693106)
FP (insulin,693238,693245)
FP (cis,697728,697731)
FP (A,699283,699284)
FP (A,699850,699851)
FP (A,703079,703080)
FP (mgr,704234,704237)
FP (mgr,704369,704372)
FP (T,704567,704568)
FP (R,704657,704658)
FP (T,704661,704662)
FP (actin,710562,710567)
FP (en,711072,711074)
FP (F1,712960,712962)
FP (A,713648,713649)
FP (carboxyhemoglobin,714835,714852)
FP (mater,718076,718081)
FP (A,718957,718958)
FP (mer,720861,720864)
FP (A,724120,724121)
FP (TR,724816,724818)
FP (A,725067,725068)
FP (ACTH,725831,725835)
FP (CD4,729484,729487)
FP (scar,729775,729779)
FP (PR,731010,731012)
FP (RNase,731200,731205)
FP (A,735060,735061)
FP (A,736844,736845)
FP (A,737539,737540)
FP (HD,739956,739958)
FP (R,740247,740248)
FP (A,740495,740496)
FP (p97,741725,741728)
FP (A,743906,743907)
FP (iris,744432,744436)
FP (A,744953,744954)
FP (cellulose,745599,745608)
FP (CD4,746417,746420)
FP (P1,747363,747365)
FP (A,747585,747586)
FP (IF,748461,748463)
FP (A,748624,748625)
FP (A,748635,748636)
FP (A,748682,748683)
FP (A,748775,748776)
FP (A,748889,748890)
FP (A,749398,749399)
FP (T,749878,749879)
FP (HD,751993,751995)
FP (A,753343,753344)
FP (PML,754587,754590)
FP (porphyrin,755080,755089)
FP (A,757120,757121)
FP (lime,757176,757180)
FP (A,758192,758193)
FP (A,758410,758411)
FP (A,758579,758580)
FP (bomb,758583,758587)
FP (A,759544,759545)
FP (Rev,759834,759837)
FP (stars,760285,760290)
FP (A,760573,760574)
FP (TR,760683,760685)
FP (A,761777,761778)
FP (T,762165,762166)
FP (A,762272,762273)
FP (A,762442,762443)
FP (A,762448,762449)
FP (fig,762591,762594)
FP (fig,763050,763053)
FP (A,763292,763293)
FP (glycoprotein,765916,765928)
FP (A,765943,765944)
FP (cis,767880,767883)
FP (polymerase,768836,768846)
FP (RT,768864,768866)
FP (T,770314,770315)
FP (T,773283,773284)
FP (mer,773290,773293)
FP (mer,773323,773326)
FP (T,776057,776058)
FP (cytokine,778034,778042)
FP (ray,778786,778789)
FP (endonuclease,780188,780200)
FP (cis,780295,780298)
FP (A,780333,780334)
FP (hypoparathyroidism,783017,783035)
FP (T,783038,783039)
FP (A,783055,783056)
FP (A,783592,783593)
FP (Src,783970,783973)
FP (A,784712,784713)
FP (A,784787,784788)
FP (A,785462,785463)
FP (A,785940,785941)
FP (T,788718,788719)
FP (A,788970,788971)
FP (A,789417,789418)
FP (R,789696,789697)
FP (ray,790025,790028)
FP (mgr,791583,791586)
FP (mgr,791595,791598)
FP (mgr,791648,791651)
FP (A,791807,791808)
FP (T,792979,792980)
FP (cava,793489,793493)
FP (itch,793970,793974)
FP (A,795766,795767)
FP (A,795944,795945)
FP (A,796000,796001)
FP (cytokine,799592,799600)
FP (A,800301,800302)
FP (mater,802782,802787)
FP (E2,804095,804097)
FP (insulin,805876,805883)
FP (R,806251,806252)
FP (ligand,806860,806866)
FP (ligand,806920,806926)
FP (cast,807367,807371)
FP (dams,808583,808587)
FP (PSA,809073,809076)
FP (R,810335,810336)
FP (R,810412,810413)
FP (R,810463,810464)
FP (A,811155,811156)
FP (lip,813754,813757)
FP (A,814304,814305)
FP (CBF,814791,814794)
FP (CBF,816549,816552)
FP (phospholipase,817949,817962)
FP (A,818779,818780)
FP (A,819428,819429)
FP (A,819653,819654)
FP (A,819750,819751)
FP (A,820714,820715)
FP (atm,821165,821168)
FP (A,823707,823708)
FP (T,824198,824199)
FP (mast,825290,825294)
FP (A,825911,825912)
FP (kinase,829002,829008)
FP (A,833967,833968)
FP (mol,834292,834295)
FP (mol,834399,834402)
FP (P2,834499,834501)
FP (kit,835837,835840)
FP (A,836681,836682)
FP (A,836983,836984)
FP (A,840577,840578)
FP (A,841257,841258)
FP (W,842301,842302)
FP (Shc,842355,842358)
FP (ligand,843903,843909)
FP (A,844137,844138)
FP (A,844250,844251)
FP (A,844279,844280)
FP (A,848973,848974)
FP (A,849828,849829)
FP (A,850945,850946)
FP (W,852132,852133)
FP (W,852136,852137)
FP (RT,852432,852434)
FP (c11,852868,852871)
FP (c11,852882,852885)
FP (A,852932,852933)
FP (A,857773,857774)
FP (CBF,858237,858240)
FP (T,858906,858907)
FP (A,859235,859236)
FP (PR,860248,860250)
FP (en,860534,860536)
FP (W,860798,860799)
FP (A,861581,861582)
FP (A,862675,862676)
FP (ago,863500,863503)
FP (A,863522,863523)
FP (A,863560,863561)
FP (CBF,864264,864267)
FP (CBF,864290,864293)
FP (T,864333,864334)
FP (L1,866075,866077)
FP (A,868243,868244)
FP (hrs,868360,868363)
FP (A,871042,871043)
FP (NGF,871137,871140)
FP (EGF,871163,871166)
FP (LT,872787,872789)
FP (A,872951,872952)
FP (sar,873262,873265)
FP (R,873581,873582)
FP (transferrin,873620,873631)
FP (RT,873821,873823)
FP (RT,873870,873872)
FP (R,874053,874054)
FP (R,875705,875706)
FP (EGF,876174,876177)
FP (T,877477,877478)
FP (Lck,877557,877560)
FP (mer,877858,877861)
FP (A,879859,879860)
FP (ARS,881024,881027)
FP (A,881067,881068)
FP (T,881071,881072)
FP (A,881167,881168)
FP (Tax,882603,882606)
FP (shot,884411,884415)
FP (P2,884494,884496)
FP (P2,884512,884514)
FP (A,885601,885602)
FP (A,885848,885849)
FP (A,886690,886691)
FP (E2,888232,888234)
FP (A,889649,889650)
FP (A,892693,892694)
FP (A,894308,894309)
FP (dream,896218,896223)
FP (CRF,897581,897584)
FP (A,899599,899600)
FP (A,900025,900026)
FP (fur,904156,904159)
FP (A,905243,905244)
FP (peri,905501,905505)
FP (A,906562,906563)
FP (Q,906714,906715)
FP (A,906948,906949)
FP (neurocan,907768,907776)
FP (A,907961,907962)
FP (E2,908271,908273)
FP (A,908545,908546)
FP (rim,908598,908601)
FP (PTH,908719,908722)
FP (PTH,908814,908817)
FP (A,909442,909443)
FP (A,909574,909575)
FP (T,910122,910123)
FP (T,910146,910147)
FP (A,911077,911078)
FP (Y,911958,911959)
FP (A,914337,914338)
FP (T,915585,915586)
FP (La,917032,917034)
FP (alpha1,918927,918933)
FP (alpha1,918944,918950)
FP (Q,919121,919122)
FP (R,921025,921026)
FP (A,921962,921963)
FP (A,923641,923642)
FP (A,924346,924347)
FP (A,925773,925774)
FP (A,926275,926276)
FP (trap,926937,926941)
FP (A,927233,927234)
FP (A,929074,929075)
FP (A,929419,929420)
FP (A,929985,929986)
FP (A,930615,930616)
FP (T,932991,932992)
FP (A,938083,938084)
FP (A,938386,938387)
FP (A,938824,938825)
FP (prolactin,938936,938945)
FP (A,939812,939813)
FP (A,940115,940116)
FP (TSH,941335,941338)
FP (A,943175,943176)
FP (CBF,943573,943576)
FP (rad,943777,943780)
FP (rad,943860,943863)
FP (A,944809,944810)
FP (cis,945644,945647)
FP (LT,946032,946034)
FP (R,947838,947839)
FP (Z,947842,947843)
FP (A,947903,947904)
FP (A,948126,948127)
FP (sera,951516,951520)
FP (p11,952239,952242)
FP (A,953123,953124)
FP (CBF,955161,955164)
FP (A,955843,955844)
FP (W,957465,957466)
FP (A,957475,957476)
FP (palm,958296,958300)
FP (CBF,960338,960341)
FP (A,962521,962522)
FP (rho,962685,962688)
FP (Y,967043,967044)
FP (A,969030,969031)


True Positives:		1578.0
False Positives:	1012.0
False Negatives:	0.0
Precision:			0.609266
Recall:				1.000000
F1 Score:			0.757198
